TEAM,PLAYER_ID,PLAYER_NAME
,2744,Al Jefferson
,1628409,Alec Peters
,1628510,Andrew White III
,1626148,Anthony Brown
,201167,Arron Afflalo
,1628500,Ben Moore
,201628,Bobby Brown
,201148,Brandan Wright
,201943,Brandon Jennings
,203464,Brandon Paul
,1627362,Briante Weber
,1627744,Brice Johnson
,1628429,Charles Cooke
,1627778,Chinanu Onuaku
,1626191,Chris McCullough
,202332,Cole Aldrich
,1626177,Dakari Johnson
,2863,Damien Wilkins
,201589,Darrell Arthur
,1626199,Darrun Hilliard
,204065,David Stockton
,2561,David West
,202732,DeAndre Liggins
,202682,Derrick Williams
,202779,Dwight Buycks
,2731,Emeka Okafor
,1628571,Erik McCree
,1627834,Georgios Papagiannis
,1628492,Gian Clavell
